Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-11,Alabama,Total,-39.0,3.0,11.0,-35.0,-29.0,10.0
2020-04-11,Alabama,Autauga County,-37.0,16.0,-14.0,,-30.0,20.0
2020-04-11,Alabama,Baldwin County,-44.0,-10.0,-42.0,-39.0,-28.0,11.0
2020-04-11,Alabama,Barbour County,-18.0,-20.0,,,-31.0,
2020-04-11,Alabama,Bibb County,-42.0,-15.0,,,-19.0,
2020-04-11,Alabama,Blount County,-20.0,18.0,,,-24.0,20.0
2020-04-11,Alabama,Bullock County,-22.0,-27.0,,,-33.0,
2020-04-11,Alabama,Butler County,-47.0,-9.0,,-57.0,-33.0,
2020-04-11,Alabama,Calhoun County,-40.0,1.0,-22.0,,-29.0,9.0
2020-04-11,Alabama,Chambers County,-35.0,-3.0,,-40.0,-32.0,15.0
2020-04-11,Alabama,Cherokee County,-41.0,-5.0,,,-18.0,
2020-04-11,Alabama,Chilton County,-28.0,11.0,,-30.0,-25.0,17.0
2020-04-11,Alabama,Choctaw County,-13.0,-19.0,,,-43.0,
2020-04-11,Alabama,Clarke County,-22.0,-29.0,,,-9.0,
2020-04-11,Alabama,Clay County,-43.0,-20.0,,,-41.0,
2020-04-11,Alabama,Cleburne County,-35.0,-13.0,,-42.0,-14.0,
2020-04-11,Alabama,Coffee County,-25.0,-2.0,,,-27.0,18.0
2020-04-11,Alabama,Colbert County,-27.0,11.0,-37.0,-23.0,-21.0,16.0
2020-04-11,Alabama,Conecuh County,-65.0,-10.0,,-41.0,-36.0,
2020-04-11,Alabama,Coosa County,,,,,-44.0,
2020-04-11,Alabama,Covington County,-30.0,6.0,,,-20.0,8.0
2020-04-11,Alabama,Crenshaw County,-58.0,-10.0,,,-33.0,
2020-04-11,Alabama,Cullman County,-39.0,13.0,38.0,-33.0,-28.0,9.0
2020-04-11,Alabama,Dale County,-32.0,0.0,,-39.0,-23.0,16.0
2020-04-11,Alabama,Dallas County,-30.0,7.0,,,-22.0,5.0
2020-04-11,Alabama,DeKalb County,-43.0,2.0,-4.0,-33.0,-16.0,17.0
2020-04-11,Alabama,Elmore County,-35.0,6.0,49.0,,-33.0,21.0
2020-04-11,Alabama,Escambia County,-32.0,-7.0,,,-28.0,7.0
2020-04-11,Alabama,Etowah County,-42.0,1.0,-23.0,-37.0,-30.0,8.0
2020-04-11,Alabama,Fayette County,-39.0,,,,-32.0,
2020-04-11,Alabama,Franklin County,-19.0,-15.0,,,-21.0,5.0
2020-04-11,Alabama,Geneva County,-42.0,14.0,,,-27.0,-2.0
2020-04-11,Alabama,Greene County,11.0,-29.0,,-47.0,-44.0,
2020-04-11,Alabama,Hale County,-41.0,-36.0,,,-29.0,
2020-04-11,Alabama,Henry County,-49.0,-19.0,,,-21.0,
2020-04-11,Alabama,Houston County,-45.0,-5.0,14.0,-35.0,-29.0,10.0
2020-04-11,Alabama,Jackson County,-40.0,14.0,,,-21.0,18.0
2020-04-11,Alabama,Jefferson County,-45.0,3.0,20.0,-35.0,-32.0,11.0
2020-04-11,Alabama,Lamar County,-32.0,0.0,,,-39.0,
2020-04-11,Alabama,Lauderdale County,-44.0,6.0,-15.0,,-29.0,8.0
2020-04-11,Alabama,Lawrence County,-41.0,-16.0,,,-22.0,7.0
2020-04-11,Alabama,Lee County,-49.0,-9.0,-14.0,,-32.0,12.0
2020-04-11,Alabama,Limestone County,-30.0,5.0,-1.0,,-24.0,10.0
2020-04-11,Alabama,Lowndes County,,,,-42.0,-54.0,
2020-04-11,Alabama,Macon County,-46.0,-5.0,,-54.0,-39.0,
2020-04-11,Alabama,Madison County,-46.0,-5.0,55.0,-37.0,-36.0,11.0
2020-04-11,Alabama,Marengo County,-26.0,5.0,,,-9.0,
2020-04-11,Alabama,Marion County,-43.0,-13.0,,,-32.0,
2020-04-11,Alabama,Marshall County,-34.0,7.0,94.0,,-28.0,8.0
2020-04-11,Alabama,Mobile County,-35.0,6.0,-33.0,-36.0,-28.0,12.0
2020-04-11,Alabama,Monroe County,-52.0,36.0,,,-24.0,
2020-04-11,Alabama,Montgomery County,-43.0,-2.0,0.0,4.0,-29.0,11.0
2020-04-11,Alabama,Morgan County,-37.0,11.0,49.0,-34.0,-31.0,9.0
2020-04-11,Alabama,Perry County,-58.0,-16.0,,,-44.0,
2020-04-11,Alabama,Pickens County,-36.0,9.0,,,-36.0,
2020-04-11,Alabama,Pike County,-31.0,-20.0,,,-34.0,0.0
2020-04-11,Alabama,Randolph County,-45.0,-7.0,,,-26.0,
2020-04-11,Alabama,Russell County,-30.0,48.0,,,-27.0,18.0
2020-04-11,Alabama,Shelby County,-41.0,-4.0,56.0,,-32.0,12.0
2020-04-11,Alabama,St. Clair County,-30.0,8.0,,-34.0,-26.0,9.0
2020-04-11,Alabama,Sumter County,-61.0,-11.0,,,-45.0,
2020-04-11,Alabama,Talladega County,-25.0,11.0,16.0,-30.0,-26.0,9.0
2020-04-11,Alabama,Tallapoosa County,-33.0,6.0,,,-31.0,18.0
2020-04-11,Alabama,Tuscaloosa County,-42.0,5.0,-10.0,-34.0,-35.0,12.0
2020-04-11,Alabama,Walker County,-31.0,7.0,,-39.0,-15.0,14.0
2020-04-11,Alabama,Washington County,,-16.0,,,-36.0,
2020-04-11,Alabama,Wilcox County,-61.0,,,,-44.0,
2020-04-11,Alabama,Winston County,-42.0,-12.0,,,-23.0,
2020-04-11,Alaska,Total,-41.0,-4.0,36.0,-52.0,-32.0,10.0
2020-04-11,Alaska,Anchorage,-45.0,-4.0,29.0,-54.0,-40.0,13.0
2020-04-11,Alaska,Bethel,,-23.0,,,-25.0,
2020-04-11,Alaska,Fairbanks North Star,-39.0,-10.0,,-72.0,-33.0,21.0
2020-04-11,Alaska,Juneau,-52.0,-24.0,-34.0,-56.0,-34.0,-1.0
2020-04-11,Alaska,Kenai Peninsula Borough,-34.0,-8.0,,,-24.0,14.0
2020-04-11,Alaska,Ketchikan Gateway,-32.0,-38.0,,,-37.0,
2020-04-11,Alaska,Kodiak Island,-50.0,,,,-27.0,
2020-04-11,Alaska,Matanuska-Susitna,-29.0,-2.0,,,-30.0,9.0
2020-04-11,Alaska,North Slope,,,,,-12.0,
2020-04-11,Alaska,Sitka,-59.0,,,,-29.0,
2020-04-11,Alaska,Southeast Fairbanks,,,,,-35.0,
2020-04-11,Alaska,Valdez-Cordova,,-12.0,,,-30.0,
2020-04-11,Arizona,Total,-43.0,-14.0,-42.0,-45.0,-36.0,14.0
2020-04-11,Arizona,Apache County,-80.0,-54.0,-59.0,-35.0,-34.0,16.0
2020-04-11,Arizona,Cochise County,-41.0,-18.0,-44.0,-35.0,-34.0,11.0
2020-04-11,Arizona,Coconino County,-65.0,-32.0,-46.0,-42.0,-42.0,18.0
2020-04-11,Arizona,Gila County,-26.0,16.0,41.0,,-27.0,12.0
2020-04-11,Arizona,Graham County,-29.0,12.0,,,-19.0,11.0
2020-04-11,Arizona,Greenlee County,-65.0,-13.0,,,-37.0,
2020-04-11,Arizona,La Paz County,-62.0,-39.0,-67.0,-51.0,-21.0,
2020-04-11,Arizona,Maricopa County,-42.0,-13.0,-41.0,-46.0,-37.0,14.0
2020-04-11,Arizona,Mohave County,-37.0,-5.0,-27.0,-26.0,-36.0,10.0
2020-04-11,Arizona,Navajo County,-39.0,-23.0,5.0,-24.0,-30.0,14.0
2020-04-11,Arizona,Pima County,-47.0,-14.0,-52.0,-48.0,-39.0,14.0
2020-04-11,Arizona,Pinal County,-33.0,-16.0,-45.0,-45.0,-31.0,12.0
2020-04-11,Arizona,Santa Cruz County,-58.0,-43.0,-62.0,-27.0,-36.0,22.0
2020-04-11,Arizona,Yavapai County,-43.0,-6.0,-32.0,-38.0,-37.0,11.0
2020-04-11,Arizona,Yuma County,-51.0,-23.0,-53.0,-60.0,-34.0,16.0
2020-04-11,Arkansas,Total,-35.0,1.0,1.0,-34.0,-26.0,10.0
2020-04-11,Arkansas,Arkansas County,-23.0,8.0,,,-24.0,
2020-04-11,Arkansas,Ashley County,-32.0,6.0,,,-13.0,
2020-04-11,Arkansas,Baxter County,-34.0,18.0,,,-22.0,13.0
2020-04-11,Arkansas,Benton County,-42.0,-7.0,21.0,-62.0,-32.0,12.0
2020-04-11,Arkansas,Boone County,-30.0,5.0,,,-35.0,16.0
2020-04-11,Arkansas,Bradley County,-40.0,-7.0,,,-42.0,
2020-04-11,Arkansas,Carroll County,-42.0,-3.0,,,-43.0,-1.0
2020-04-11,Arkansas,Chicot County,-22.0,4.0,,,-35.0,
2020-04-11,Arkansas,Clark County,-26.0,-4.0,,-37.0,-13.0,
2020-04-11,Arkansas,Clay County,-10.0,-2.0,,,-36.0,
2020-04-11,Arkansas,Cleburne County,-48.0,43.0,,,-27.0,
2020-04-11,Arkansas,Cleveland County,,,,,-40.0,
2020-04-11,Arkansas,Columbia County,-20.0,-11.0,,,-21.0,
2020-04-11,Arkansas,Conway County,-25.0,2.0,,-18.0,-21.0,
2020-04-11,Arkansas,Craighead County,-44.0,-6.0,-59.0,-14.0,-26.0,9.0
2020-04-11,Arkansas,Crawford County,-16.0,6.0,,-4.0,-20.0,15.0
2020-04-11,Arkansas,Crittenden County,-29.0,10.0,,-27.0,-25.0,19.0
2020-04-11,Arkansas,Cross County,-55.0,93.0,,,-7.0,
2020-04-11,Arkansas,Dallas County,-25.0,,,,-25.0,
2020-04-11,Arkansas,Desha County,-22.0,11.0,,,-41.0,
2020-04-11,Arkansas,Drew County,-27.0,5.0,,,-27.0,
2020-04-11,Arkansas,Faulkner County,-44.0,-11.0,-2.0,,-28.0,11.0
2020-04-11,Arkansas,Franklin County,-10.0,-3.0,,-22.0,-20.0,
2020-04-11,Arkansas,Fulton County,,,,,-31.0,
2020-04-11,Arkansas,Garland County,-41.0,0.0,-43.0,,-34.0,11.0
2020-04-11,Arkansas,Grant County,-6.0,6.0,,,-16.0,
2020-04-11,Arkansas,Greene County,-21.0,5.0,,,-23.0,15.0
2020-04-11,Arkansas,Hempstead County,-33.0,-3.0,,,-25.0,
2020-04-11,Arkansas,Hot Spring County,-16.0,21.0,,-37.0,-19.0,8.0
2020-04-11,Arkansas,Howard County,-36.0,4.0,,,-24.0,
2020-04-11,Arkansas,Independence County,-43.0,50.0,,,-16.0,13.0
2020-04-11,Arkansas,Izard County,-22.0,8.0,,,-36.0,
2020-04-11,Arkansas,Jackson County,-12.0,24.0,,,-32.0,
2020-04-11,Arkansas,Jefferson County,-26.0,21.0,,-20.0,-25.0,15.0
2020-04-11,Arkansas,Johnson County,-34.0,4.0,-12.0,,-20.0,-2.0
2020-04-11,Arkansas,Lawrence County,-22.0,-1.0,,,-43.0,
2020-04-11,Arkansas,Lincoln County,-60.0,-4.0,,,-39.0,
2020-04-11,Arkansas,Little River County,-25.0,-4.0,,,-42.0,
2020-04-11,Arkansas,Logan County,-24.0,9.0,,,-15.0,
2020-04-11,Arkansas,Lonoke County,-24.0,12.0,,,-22.0,17.0
2020-04-11,Arkansas,Madison County,-31.0,-13.0,,,-20.0,
2020-04-11,Arkansas,Marion County,-16.0,3.0,,,-31.0,
2020-04-11,Arkansas,Miller County,-35.0,-2.0,-33.0,-47.0,-26.0,14.0
2020-04-11,Arkansas,Mississippi County,-13.0,18.0,,-26.0,-15.0,10.0
2020-04-11,Arkansas,Monroe County,-40.0,-8.0,,,-39.0,
2020-04-11,Arkansas,Montgomery County,,,,,-35.0,
2020-04-11,Arkansas,Nevada County,-61.0,,,-40.0,-33.0,
2020-04-11,Arkansas,Newton County,,,,,-29.0,
2020-04-11,Arkansas,Ouachita County,-16.0,-20.0,,,-19.0,
2020-04-11,Arkansas,Perry County,,,,,-41.0,
2020-04-11,Arkansas,Phillips County,-5.0,16.0,,,-17.0,
2020-04-11,Arkansas,Pike County,-30.0,-8.0,,,-31.0,
2020-04-11,Arkansas,Poinsett County,-2.0,7.0,,,-5.0,
2020-04-11,Arkansas,Polk County,-51.0,31.0,,,-28.0,
2020-04-11,Arkansas,Pope County,-41.0,-6.0,,-31.0,-20.0,15.0
2020-04-11,Arkansas,Prairie County,,,,,-39.0,
2020-04-11,Arkansas,Pulaski County,-41.0,-5.0,-18.0,-46.0,-30.0,11.0
2020-04-11,Arkansas,Randolph County,-33.0,12.0,,,-18.0,
2020-04-11,Arkansas,Saline County,-30.0,-3.0,-44.0,-20.0,-26.0,11.0
2020-04-11,Arkansas,Scott County,-53.0,,,,-33.0,
2020-04-11,Arkansas,Searcy County,,,,,-43.0,
2020-04-11,Arkansas,Sebastian County,-39.0,-3.0,0.0,-58.0,-30.0,10.0
2020-04-11,Arkansas,Sevier County,-35.0,-8.0,,,-28.0,
2020-04-11,Arkansas,Sharp County,-27.0,0.0,,,-25.0,
2020-04-11,Arkansas,St. Francis County,-26.0,28.0,,-27.0,-18.0,
2020-04-11,Arkansas,Stone County,-23.0,8.0,,,-25.0,
2020-04-11,Arkansas,Union County,-32.0,-9.0,,,-21.0,10.0
2020-04-11,Arkansas,Van Buren County,-33.0,,,,-38.0,
2020-04-11,Arkansas,Washington County,-43.0,-9.0,13.0,-30.0,-33.0,12.0
2020-04-11,Arkansas,White County,-30.0,1.0,-9.0,-19.0,-20.0,13.0
2020-04-11,Arkansas,Yell County,-27.0,10.0,18.0,,-15.0,
2020-04-11,California,Total,-48.0,-14.0,-46.0,-53.0,-40.0,18.0
2020-04-11,California,Alameda County,-59.0,-23.0,-30.0,-65.0,-45.0,19.0
2020-04-11,California,Amador County,-35.0,-26.0,-64.0,,-39.0,0.0
2020-04-11,California,Butte County,-35.0,-1.0,-22.0,-34.0,-31.0,10.0
2020-04-11,California,Calaveras County,-41.0,-18.0,-54.0,,-34.0,10.0
2020-04-11,California,Colusa County,-46.0,-6.0,,-38.0,-30.0,
2020-04-11,California,Contra Costa County,-47.0,-7.0,-17.0,-51.0,-43.0,17.0
2020-04-11,California,Del Norte County,-31.0,-11.0,20.0,,-23.0,
2020-04-11,California,El Dorado County,-57.0,-27.0,-45.0,-42.0,-48.0,14.0
2020-04-11,California,Fresno County,-39.0,-3.0,-46.0,-39.0,-31.0,13.0
2020-04-11,California,Glenn County,-47.0,25.0,-36.0,-16.0,-26.0,2.0
2020-04-11,California,Humboldt County,-45.0,-14.0,-18.0,-55.0,-35.0,12.0
2020-04-11,California,Imperial County,-60.0,-30.0,-77.0,-67.0,-37.0,22.0
2020-04-11,California,Inyo County,-81.0,-37.0,-52.0,,-43.0,
2020-04-11,California,Kern County,-39.0,-2.0,-24.0,-37.0,-29.0,13.0
2020-04-11,California,Kings County,-34.0,3.0,-39.0,-49.0,-27.0,11.0
2020-04-11,California,Lake County,-33.0,5.0,-40.0,-42.0,-36.0,17.0
2020-04-11,California,Lassen County,-37.0,-3.0,,,-19.0,
2020-04-11,California,Los Angeles County,-51.0,-19.0,-54.0,-52.0,-43.0,20.0
2020-04-11,California,Madera County,-30.0,-10.0,-29.0,-26.0,-32.0,13.0
2020-04-11,California,Marin County,-59.0,-29.0,-63.0,-55.0,-46.0,19.0
2020-04-11,California,Mariposa County,-86.0,-54.0,-83.0,,-51.0,
2020-04-11,California,Mendocino County,-39.0,-12.0,-51.0,-39.0,-31.0,17.0
2020-04-11,California,Merced County,-38.0,-8.0,-25.0,-34.0,-29.0,13.0
2020-04-11,California,Modoc County,-59.0,4.0,,,-28.0,
2020-04-11,California,Mono County,-96.0,-67.0,-46.0,,-70.0,
2020-04-11,California,Monterey County,-45.0,-10.0,-56.0,-32.0,-33.0,13.0
2020-04-11,California,Napa County,-51.0,-28.0,-14.0,-34.0,-50.0,16.0
2020-04-11,California,Nevada County,-53.0,-24.0,-48.0,-71.0,-41.0,13.0
2020-04-11,California,Orange County,-51.0,-13.0,-42.0,-47.0,-43.0,19.0
2020-04-11,California,Placer County,-50.0,-13.0,-15.0,-51.0,-41.0,14.0
2020-04-11,California,Plumas County,-64.0,-18.0,,,-18.0,
2020-04-11,California,Riverside County,-42.0,-12.0,-59.0,-45.0,-39.0,17.0
2020-04-11,California,Sacramento County,-44.0,-3.0,-23.0,-54.0,-37.0,14.0
2020-04-11,California,San Benito County,-44.0,-9.0,-54.0,,-38.0,25.0
2020-04-11,California,San Bernardino County,-43.0,-11.0,-44.0,-45.0,-35.0,16.0
2020-04-11,California,San Diego County,-49.0,-17.0,-68.0,-63.0,-42.0,19.0
2020-04-11,California,San Francisco County,-77.0,-33.0,-59.0,-70.0,-54.0,22.0
2020-04-11,California,San Joaquin County,-37.0,-1.0,-14.0,-25.0,-31.0,14.0
2020-04-11,California,San Luis Obispo County,-53.0,-19.0,-37.0,-56.0,-39.0,14.0
2020-04-11,California,San Mateo County,-60.0,-20.0,-38.0,-83.0,-47.0,21.0
2020-04-11,California,Santa Barbara County,-49.0,-12.0,-33.0,-49.0,-36.0,14.0
2020-04-11,California,Santa Clara County,-61.0,-26.0,-17.0,-63.0,-48.0,20.0
2020-04-11,California,Santa Cruz County,-56.0,-16.0,-63.0,-56.0,-40.0,17.0
2020-04-11,California,Shasta County,-36.0,3.0,33.0,-24.0,-29.0,9.0
2020-04-11,California,Siskiyou County,-24.0,2.0,37.0,-7.0,-23.0,10.0
2020-04-11,California,Solano County,-43.0,-4.0,-18.0,-39.0,-35.0,15.0
2020-04-11,California,Sonoma County,-50.0,-14.0,-59.0,-49.0,-41.0,16.0
2020-04-11,California,Stanislaus County,-42.0,-4.0,-15.0,-27.0,-32.0,13.0
2020-04-11,California,Sutter County,-37.0,-4.0,-19.0,-20.0,-37.0,12.0
2020-04-11,California,Tehama County,-27.0,11.0,-5.0,-28.0,-24.0,14.0
2020-04-11,California,Trinity County,-39.0,0.0,,,-35.0,
2020-04-11,California,Tulare County,-36.0,-2.0,-47.0,-32.0,-29.0,12.0
2020-04-11,California,Tuolumne County,-41.0,1.0,-72.0,,-34.0,14.0
2020-04-11,California,Ventura County,-44.0,-18.0,-38.0,-37.0,-36.0,16.0
2020-04-11,California,Yolo County,-41.0,-9.0,-9.0,-30.0,-38.0,15.0
2020-04-11,California,Yuba County,-25.0,9.0,37.0,-26.0,-30.0,11.0
2020-04-11,Colorado,Total,-46.0,-11.0,-2.0,-53.0,-40.0,14.0
2020-04-11,Colorado,Adams County,-41.0,-4.0,0.0,-27.0,-36.0,14.0
2020-04-11,Colorado,Alamosa County,-40.0,-15.0,,,-24.0,
2020-04-11,Colorado,Arapahoe County,-45.0,-12.0,22.0,-27.0,-41.0,16.0
2020-04-11,Colorado,Archuleta County,-58.0,-20.0,,,-44.0,
2020-04-11,Colorado,Bent County,,,,,-32.0,
2020-04-11,Colorado,Boulder County,-53.0,-15.0,11.0,-42.0,-45.0,16.0
2020-04-11,Colorado,Broomfield County,-50.0,-19.0,23.0,-41.0,-41.0,28.0
2020-04-11,Colorado,Chaffee County,-51.0,-34.0,-16.0,,-41.0,
2020-04-11,Colorado,Clear Creek County,-87.0,-53.0,-16.0,,-47.0,
2020-04-11,Colorado,Conejos County,,,,,-36.0,
2020-04-11,Colorado,Delta County,-27.0,-11.0,2.0,,-23.0,5.0
2020-04-11,Colorado,Denver County,-60.0,-8.0,-10.0,-71.0,-45.0,16.0
2020-04-11,Colorado,Douglas County,-49.0,-19.0,18.0,-23.0,-43.0,15.0
2020-04-11,Colorado,Eagle County,-69.0,-33.0,-45.0,-66.0,-72.0,26.0
2020-04-11,Colorado,El Paso County,-40.0,-8.0,4.0,-45.0,-39.0,13.0
2020-04-11,Colorado,Elbert County,-19.0,-25.0,,,-30.0,0.0
2020-04-11,Colorado,Fremont County,-19.0,2.0,-5.0,,-33.0,12.0
2020-04-11,Colorado,Garfield County,-44.0,-17.0,16.0,-36.0,-41.0,20.0
2020-04-11,Colorado,Gilpin County,,,,,-65.0,
2020-04-11,Colorado,Grand County,-82.0,-43.0,-84.0,-43.0,-59.0,
2020-04-11,Colorado,Gunnison County,-65.0,-38.0,-43.0,,-49.0,
2020-04-11,Colorado,Huerfano County,-50.0,-10.0,,,-28.0,
2020-04-11,Colorado,Jefferson County,-44.0,-17.0,5.0,-31.0,-41.0,15.0
2020-04-11,Colorado,Kiowa County,,,,-41.0,,
2020-04-11,Colorado,Kit Carson County,-34.0,-20.0,,-30.0,-18.0,
2020-04-11,Colorado,La Plata County,-51.0,-7.0,21.0,-59.0,-46.0,21.0
2020-04-11,Colorado,Lake County,-77.0,-34.0,,,-55.0,
2020-04-11,Colorado,Larimer County,-50.0,-6.0,13.0,-38.0,-39.0,14.0
2020-04-11,Colorado,Las Animas County,-37.0,-27.0,,,-28.0,
2020-04-11,Colorado,Lincoln County,-36.0,-12.0,,-33.0,-26.0,
2020-04-11,Colorado,Logan County,-34.0,-13.0,,,-28.0,
2020-04-11,Colorado,Mesa County,-36.0,-7.0,97.0,-27.0,-35.0,8.0
2020-04-11,Colorado,Moffat County,-27.0,-24.0,,,-30.0,
2020-04-11,Colorado,Montezuma County,-48.0,2.0,,,-28.0,-1.0
2020-04-11,Colorado,Montrose County,-35.0,-10.0,,,-32.0,14.0
2020-04-11,Colorado,Morgan County,-37.0,-17.0,-4.0,-17.0,-22.0,15.0
2020-04-11,Colorado,Otero County,-25.0,-17.0,,,-21.0,
2020-04-11,Colorado,Ouray County,-28.0,,,,-56.0,
2020-04-11,Colorado,Park County,-63.0,-41.0,46.0,,-36.0,
2020-04-11,Colorado,Phillips County,,,,,-39.0,
2020-04-11,Colorado,Pitkin County,-100.0,-53.0,,-87.0,-72.0,
2020-04-11,Colorado,Prowers County,-18.0,-4.0,,-36.0,-14.0,
2020-04-11,Colorado,Pueblo County,-38.0,-1.0,-50.0,-23.0,-28.0,10.0
2020-04-11,Colorado,Rio Blanco County,,,,,-28.0,
2020-04-11,Colorado,Rio Grande County,-25.0,-20.0,,,-24.0,
2020-04-11,Colorado,Routt County,-79.0,-48.0,-69.0,-65.0,-60.0,-2.0
2020-04-11,Colorado,Saguache County,,,,,-44.0,
2020-04-11,Colorado,San Miguel County,-80.0,,,,-71.0,
2020-04-11,Colorado,Summit County,-84.0,-71.0,-77.0,-67.0,-64.0,5.0
2020-04-11,Colorado,Teller County,-24.0,-19.0,,,-51.0,-1.0
2020-04-11,Colorado,Washington County,,,,,-39.0,
2020-04-11,Colorado,Weld County,-34.0,-6.0,24.0,-23.0,-33.0,14.0
2020-04-11,Colorado,Yuma County,-33.0,-26.0,,,-23.0,
2020-04-11,Connecticut,Total,-44.0,-9.0,76.0,-54.0,-40.0,15.0
2020-04-11,Connecticut,Fairfield County,-52.0,-17.0,53.0,-65.0,-45.0,17.0
2020-04-11,Connecticut,Hartford County,-47.0,-9.0,88.0,-50.0,-39.0,14.0
2020-04-11,Connecticut,Litchfield County,-35.0,-6.0,26.0,,-37.0,14.0
2020-04-11,Connecticut,Middlesex County,-41.0,0.0,42.0,-43.0,-38.0,14.0
2020-04-11,Connecticut,New Haven County,-44.0,-8.0,43.0,-50.0,-39.0,14.0
2020-04-11,Connecticut,New London County,-45.0,-3.0,83.0,-50.0,-41.0,15.0
2020-04-11,Connecticut,Tolland County,-46.0,-3.0,4.0,-34.0,-40.0,14.0
2020-04-11,Connecticut,Windham County,-27.0,4.0,22.0,-57.0,-35.0,13.0
2020-04-11,Delaware,Total,-41.0,-16.0,26.0,-48.0,-37.0,14.0
2020-04-11,Delaware,Kent County,-35.0,-16.0,9.0,-24.0,-35.0,13.0
2020-04-11,Delaware,New Castle County,-44.0,-19.0,32.0,-50.0,-39.0,15.0
2020-04-11,Delaware,Sussex County,-40.0,-9.0,-9.0,-46.0,-35.0,13.0
2020-04-11,District of Columbia,Total,-69.0,-28.0,-65.0,-69.0,-48.0,17.0
2020-04-11,Florida,Total,-49.0,-20.0,-54.0,-65.0,-40.0,15.0
2020-04-11,Florida,Alachua County,-51.0,-19.0,-39.0,-49.0,-32.0,14.0
2020-04-11,Florida,Baker County,-27.0,-6.0,,-60.0,-20.0,-3.0
2020-04-11,Florida,Bay County,-43.0,-13.0,-18.0,-54.0,-29.0,11.0
2020-04-11,Florida,Bradford County,-27.0,21.0,,,-26.0,0.0
2020-04-11,Florida,Brevard County,-44.0,-17.0,-32.0,-46.0,-38.0,13.0
2020-04-11,Florida,Broward County,-52.0,-23.0,-69.0,-75.0,-43.0,20.0
2020-04-11,Florida,Calhoun County,-49.0,-14.0,,,-41.0,
2020-04-11,Florida,Charlotte County,-50.0,-21.0,-49.0,-43.0,-39.0,13.0
2020-04-11,Florida,Citrus County,-41.0,3.0,-43.0,,-33.0,11.0
2020-04-11,Florida,Clay County,-33.0,-1.0,-22.0,,-33.0,12.0
2020-04-11,Florida,Collier County,-55.0,-25.0,-70.0,-55.0,-44.0,17.0
2020-04-11,Florida,Columbia County,-44.0,12.0,-42.0,-46.0,-23.0,10.0
2020-04-11,Florida,DeSoto County,-42.0,-5.0,-37.0,,-16.0,11.0
2020-04-11,Florida,Dixie County,-34.0,-6.0,,,-23.0,
2020-04-11,Florida,Duval County,-40.0,-8.0,-45.0,-41.0,-35.0,13.0
2020-04-11,Florida,Escambia County,-41.0,-5.0,-11.0,-44.0,-31.0,11.0
2020-04-11,Florida,Flagler County,-43.0,1.0,-55.0,,-39.0,13.0
2020-04-11,Florida,Franklin County,-83.0,-23.0,-45.0,,-31.0,
2020-04-11,Florida,Gadsden County,-27.0,5.0,,-44.0,-22.0,20.0
2020-04-11,Florida,Gilchrist County,-40.0,-12.0,-44.0,,-28.0,
2020-04-11,Florida,Glades County,-62.0,,-65.0,-29.0,-23.0,
2020-04-11,Florida,Gulf County,-77.0,-17.0,,,-24.0,
2020-04-11,Florida,Hamilton County,-33.0,-3.0,,-48.0,-39.0,
2020-04-11,Florida,Hardee County,-38.0,-17.0,-34.0,,-15.0,
2020-04-11,Florida,Hendry County,-34.0,-4.0,-52.0,,-25.0,13.0
2020-04-11,Florida,Hernando County,-37.0,-10.0,-41.0,-26.0,-33.0,12.0
2020-04-11,Florida,Highlands County,-45.0,-15.0,-57.0,,-27.0,11.0
2020-04-11,Florida,Hillsborough County,-49.0,-19.0,-57.0,-71.0,-41.0,16.0
2020-04-11,Florida,Holmes County,-43.0,-19.0,,,-20.0,
2020-04-11,Florida,Indian River County,-48.0,-24.0,-48.0,-54.0,-37.0,14.0
2020-04-11,Florida,Jackson County,-31.0,-4.0,-24.0,-41.0,-22.0,14.0
2020-04-11,Florida,Jefferson County,-55.0,-13.0,,,-31.0,
2020-04-11,Florida,Lafayette County,,,,,-39.0,
2020-04-11,Florida,Lake County,-39.0,-16.0,-35.0,-53.0,-37.0,14.0
2020-04-11,Florida,Lee County,-54.0,-25.0,-69.0,-76.0,-41.0,15.0
2020-04-11,Florida,Leon County,-45.0,-15.0,-23.0,-49.0,-34.0,14.0
2020-04-11,Florida,Levy County,-33.0,-4.0,-36.0,,-24.0,15.0
2020-04-11,Florida,Liberty County,,-14.0,,,-43.0,
2020-04-11,Florida,Madison County,-58.0,-14.0,,-42.0,-15.0,
2020-04-11,Florida,Manatee County,-48.0,-18.0,-44.0,-57.0,-38.0,14.0
2020-04-11,Florida,Marion County,-41.0,-11.0,-49.0,-39.0,-33.0,11.0
2020-04-11,Florida,Martin County,-52.0,-17.0,-44.0,-66.0,-37.0,15.0
2020-04-11,Florida,Miami-Dade County,-58.0,-33.0,-81.0,-71.0,-48.0,22.0
2020-04-11,Florida,Monroe County,-74.0,-46.0,-77.0,-77.0,-53.0,17.0
2020-04-11,Florida,Nassau County,-40.0,-6.0,-42.0,-68.0,-33.0,11.0
2020-04-11,Florida,Okaloosa County,-41.0,-9.0,-28.0,-50.0,-33.0,12.0
2020-04-11,Florida,Okeechobee County,-41.0,-7.0,-29.0,-85.0,-26.0,17.0
2020-04-11,Florida,Orange County,-63.0,-30.0,-53.0,-80.0,-50.0,18.0
