Date,State,Region,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-11,Indiana,LaPorte County,-44.0,1.0,-7.0,-38.0,-35.0,12.0
2020-04-11,Indiana,Lake County,-37.0,4.0,18.0,-18.0,-35.0,13.0
2020-04-11,Indiana,Lawrence County,-32.0,-2.0,,,-32.0,19.0
2020-04-11,Indiana,Madison County,-32.0,10.0,,-29.0,-35.0,10.0
2020-04-11,Indiana,Marion County,-45.0,-5.0,50.0,-35.0,-38.0,11.0
2020-04-11,Indiana,Marshall County,-31.0,7.0,,-19.0,-30.0,17.0
2020-04-11,Indiana,Martin County,-53.0,-8.0,,,-51.0,
2020-04-11,Indiana,Miami County,-26.0,-9.0,,,-35.0,16.0
2020-04-11,Indiana,Monroe County,-49.0,-12.0,35.0,-33.0,-40.0,12.0
2020-04-11,Indiana,Montgomery County,-23.0,-9.0,,-28.0,-33.0,14.0
2020-04-11,Indiana,Morgan County,-27.0,8.0,,,-31.0,19.0
2020-04-11,Indiana,Newton County,-18.0,,,,-27.0,
2020-04-11,Indiana,Noble County,-25.0,1.0,,,-37.0,22.0
2020-04-11,Indiana,Ohio County,,,,,-49.0,
2020-04-11,Indiana,Orange County,-48.0,-20.0,,,-48.0,
2020-04-11,Indiana,Owen County,-26.0,-7.0,,,-27.0,
2020-04-11,Indiana,Parke County,-53.0,10.0,,,-48.0,
2020-04-11,Indiana,Perry County,-57.0,85.0,,,-41.0,
2020-04-11,Indiana,Pike County,-54.0,8.0,,,-56.0,
2020-04-11,Indiana,Porter County,-43.0,1.0,160.0,-35.0,-37.0,12.0
2020-04-11,Indiana,Posey County,-27.0,0.0,,,-18.0,-1.0
2020-04-11,Indiana,Pulaski County,-7.0,-20.0,,,-48.0,
2020-04-11,Indiana,Putnam County,-28.0,-14.0,,,-26.0,11.0
2020-04-11,Indiana,Randolph County,-26.0,-12.0,,,-23.0,8.0
2020-04-11,Indiana,Ripley County,-51.0,-15.0,,,-30.0,0.0
2020-04-11,Indiana,Rush County,-39.0,-9.0,,,-34.0,
2020-04-11,Indiana,Scott County,-26.0,1.0,,,-38.0,3.0
2020-04-11,Indiana,Shelby County,-37.0,-4.0,,-51.0,-38.0,21.0
2020-04-11,Indiana,Spencer County,-44.0,19.0,,,-27.0,
2020-04-11,Indiana,St. Joseph County,-43.0,-4.0,104.0,-24.0,-39.0,11.0
2020-04-11,Indiana,Starke County,-23.0,11.0,,,-26.0,
2020-04-11,Indiana,Steuben County,-44.0,1.0,,-32.0,-36.0,18.0
2020-04-11,Indiana,Sullivan County,-38.0,-5.0,,,-24.0,
2020-04-11,Indiana,Switzerland County,,-20.0,,,-54.0,
2020-04-11,Indiana,Tippecanoe County,-46.0,-12.0,39.0,3.0,-43.0,13.0
2020-04-11,Indiana,Tipton County,-35.0,-2.0,,,-34.0,
2020-04-11,Indiana,Union County,-38.0,,,,-48.0,
2020-04-11,Indiana,Vanderburgh County,-49.0,-3.0,29.0,-63.0,-34.0,12.0
2020-04-11,Indiana,Vermillion County,-31.0,0.0,,-28.0,-27.0,
2020-04-11,Indiana,Vigo County,-46.0,-8.0,-7.0,5.0,-35.0,11.0
2020-04-11,Indiana,Wabash County,-35.0,-9.0,,,-31.0,8.0
2020-04-11,Indiana,Warren County,,,,,-56.0,
2020-04-11,Indiana,Warrick County,-35.0,-13.0,,,-34.0,24.0
2020-04-11,Indiana,Washington County,-40.0,-18.0,,,-24.0,11.0
2020-04-11,Indiana,Wayne County,-47.0,-9.0,,-27.0,-32.0,11.0
2020-04-11,Indiana,Wells County,-30.0,6.0,,,-28.0,11.0
2020-04-11,Indiana,White County,-25.0,-8.0,,-34.0,-32.0,6.0
2020-04-11,Indiana,Whitley County,-32.0,-12.0,,,-38.0,21.0
2020-04-11,Iowa,Total,-44.0,7.0,40.0,-28.0,-28.0,12.0
2020-04-11,Iowa,Adair County,-44.0,2.0,,,-43.0,
2020-04-11,Iowa,Allamakee County,-75.0,-5.0,,,-38.0,
2020-04-11,Iowa,Appanoose County,-7.0,52.0,,,-14.0,
2020-04-11,Iowa,Audubon County,,,,,-28.0,
2020-04-11,Iowa,Benton County,-16.0,25.0,,,-33.0,8.0
2020-04-11,Iowa,Black Hawk County,-47.0,-3.0,-15.0,-14.0,-30.0,12.0
2020-04-11,Iowa,Boone County,-28.0,-21.0,,,-17.0,14.0
2020-04-11,Iowa,Bremer County,-32.0,-12.0,,,-31.0,-1.0
2020-04-11,Iowa,Buchanan County,-29.0,0.0,,,-17.0,
2020-04-11,Iowa,Buena Vista County,-31.0,-15.0,,,-17.0,
2020-04-11,Iowa,Butler County,,2.0,,,-43.0,
2020-04-11,Iowa,Calhoun County,,-12.0,,,-37.0,
2020-04-11,Iowa,Carroll County,-29.0,13.0,,,-26.0,
2020-04-11,Iowa,Cass County,-32.0,13.0,,,-20.0,
2020-04-11,Iowa,Cedar County,-30.0,0.0,,-25.0,-21.0,
2020-04-11,Iowa,Cerro Gordo County,-42.0,19.0,,-25.0,-29.0,18.0
2020-04-11,Iowa,Cherokee County,-76.0,,,,-32.0,
2020-04-11,Iowa,Chickasaw County,-25.0,-18.0,,,-39.0,
2020-04-11,Iowa,Clarke County,-27.0,,,-36.0,-27.0,
2020-04-11,Iowa,Clay County,-34.0,-12.0,,,-20.0,
2020-04-11,Iowa,Clayton County,-59.0,7.0,,,-19.0,
2020-04-11,Iowa,Clinton County,-38.0,12.0,,,-26.0,18.0
2020-04-11,Iowa,Crawford County,-38.0,,,,-27.0,
2020-04-11,Iowa,Dallas County,-67.0,-28.0,,,-32.0,24.0
2020-04-11,Iowa,Davis County,-44.0,,,,-31.0,
2020-04-11,Iowa,Decatur County,,,,,-29.0,
2020-04-11,Iowa,Delaware County,-33.0,19.0,,,-15.0,
2020-04-11,Iowa,Des Moines County,-40.0,14.0,,-24.0,-23.0,16.0
2020-04-11,Iowa,Dickinson County,-33.0,12.0,12.0,,-31.0,
2020-04-11,Iowa,Dubuque County,-53.0,9.0,-12.0,-59.0,-37.0,14.0
2020-04-11,Iowa,Emmet County,-17.0,11.0,,,-49.0,
2020-04-11,Iowa,Fayette County,-15.0,7.0,,,-21.0,
2020-04-11,Iowa,Floyd County,-28.0,-12.0,,-16.0,-8.0,
2020-04-11,Iowa,Franklin County,-39.0,7.0,,,-31.0,
2020-04-11,Iowa,Fremont County,-45.0,,,-16.0,-35.0,
2020-04-11,Iowa,Greene County,-45.0,4.0,,,-40.0,
2020-04-11,Iowa,Grundy County,-64.0,-25.0,,,-44.0,
2020-04-11,Iowa,Guthrie County,,,,,-34.0,
2020-04-11,Iowa,Hamilton County,-23.0,-3.0,,-25.0,-6.0,
2020-04-11,Iowa,Hancock County,,-2.0,,,-44.0,
2020-04-11,Iowa,Hardin County,-40.0,26.0,,,-17.0,
2020-04-11,Iowa,Harrison County,-30.0,3.0,,,-17.0,
2020-04-11,Iowa,Henry County,-27.0,12.0,,-20.0,-21.0,
2020-04-11,Iowa,Howard County,-37.0,4.0,,,-46.0,
2020-04-11,Iowa,Humboldt County,-39.0,-7.0,,,-46.0,
2020-04-11,Iowa,Ida County,-64.0,,,,-25.0,
2020-04-11,Iowa,Iowa County,-71.0,4.0,,,-31.0,
2020-04-11,Iowa,Jackson County,-26.0,16.0,,,-25.0,
2020-04-11,Iowa,Jasper County,-44.0,97.0,,-9.0,-28.0,12.0
2020-04-11,Iowa,Jefferson County,-39.0,,,,-27.0,
2020-04-11,Iowa,Johnson County,-55.0,-24.0,35.0,-28.0,-37.0,15.0
2020-04-11,Iowa,Jones County,-37.0,14.0,,,-21.0,
2020-04-11,Iowa,Keokuk County,-66.0,,,,-33.0,
2020-04-11,Iowa,Kossuth County,-62.0,60.0,,,-27.0,
2020-04-11,Iowa,Lee County,-28.0,-1.0,,,-21.0,13.0
2020-04-11,Iowa,Linn County,-51.0,10.0,37.0,-53.0,-35.0,13.0
2020-04-11,Iowa,Louisa County,,,,,-51.0,
2020-04-11,Iowa,Lucas County,-59.0,8.0,,,-25.0,
2020-04-11,Iowa,Lyon County,-70.0,,,,-42.0,
2020-04-11,Iowa,Madison County,-46.0,26.0,,,-29.0,
2020-04-11,Iowa,Mahaska County,-32.0,,,,-19.0,
2020-04-11,Iowa,Marion County,-35.0,43.0,,,-35.0,13.0
2020-04-11,Iowa,Marshall County,-34.0,7.0,,,-23.0,17.0
2020-04-11,Iowa,Mills County,-8.0,,,,-27.0,
2020-04-11,Iowa,Mitchell County,-67.0,,,,-38.0,
2020-04-11,Iowa,Monona County,-25.0,,,,-38.0,
2020-04-11,Iowa,Monroe County,-51.0,,,,-40.0,
2020-04-11,Iowa,Montgomery County,-42.0,-3.0,,,-26.0,
2020-04-11,Iowa,Muscatine County,-36.0,51.0,,,-30.0,21.0
2020-04-11,Iowa,O'Brien County,-17.0,-9.0,,,-11.0,
2020-04-11,Iowa,Osceola County,,,,,-41.0,
2020-04-11,Iowa,Page County,-43.0,,,,-20.0,
2020-04-11,Iowa,Palo Alto County,-33.0,-18.0,,,-40.0,
2020-04-11,Iowa,Plymouth County,-32.0,16.0,,,-27.0,8.0
2020-04-11,Iowa,Pocahontas County,,,,,-37.0,
2020-04-11,Iowa,Polk County,-49.0,5.0,27.0,-42.0,-32.0,13.0
2020-04-11,Iowa,Pottawattamie County,-40.0,17.0,53.0,-18.0,-31.0,11.0
2020-04-11,Iowa,Poweshiek County,-23.0,-5.0,,-18.0,-28.0,
2020-04-11,Iowa,Sac County,,,,,-32.0,
2020-04-11,Iowa,Scott County,-48.0,-2.0,30.0,-12.0,-33.0,13.0
2020-04-11,Iowa,Shelby County,-20.0,-14.0,,,-37.0,
2020-04-11,Iowa,Sioux County,-33.0,11.0,,,-17.0,16.0
2020-04-11,Iowa,Story County,-48.0,-9.0,,-28.0,-37.0,22.0
2020-04-11,Iowa,Tama County,-42.0,-7.0,,,-34.0,
2020-04-11,Iowa,Taylor County,,,,,-21.0,
2020-04-11,Iowa,Union County,-22.0,,,,-29.0,
2020-04-11,Iowa,Van Buren County,,,,,-42.0,
2020-04-11,Iowa,Wapello County,-38.0,19.0,,,-25.0,11.0
2020-04-11,Iowa,Warren County,-33.0,7.0,,,-31.0,15.0
2020-04-11,Iowa,Washington County,-23.0,-9.0,,,-23.0,-3.0
2020-04-11,Iowa,Wayne County,,,,,-31.0,
2020-04-11,Iowa,Webster County,-34.0,44.0,,,-20.0,17.0
2020-04-11,Iowa,Winnebago County,-45.0,-16.0,,,-50.0,
2020-04-11,Iowa,Winneshiek County,-56.0,-17.0,,,-36.0,
2020-04-11,Iowa,Woodbury County,-44.0,4.0,,-13.0,-24.0,11.0
2020-04-11,Iowa,Worth County,,-31.0,,,-44.0,
2020-04-11,Iowa,Wright County,-27.0,4.0,,,-17.0,
2020-04-11,Kansas,Total,-41.0,-3.0,97.0,-23.0,-31.0,11.0
2020-04-11,Kansas,Allen County,-28.0,-2.0,,,-30.0,
2020-04-11,Kansas,Anderson County,-33.0,,,,-37.0,
2020-04-11,Kansas,Atchison County,-20.0,,,,-29.0,
2020-04-11,Kansas,Barton County,-30.0,-16.0,,,-18.0,-1.0
2020-04-11,Kansas,Bourbon County,-37.0,-15.0,,,-24.0,
2020-04-11,Kansas,Brown County,-18.0,-13.0,,,-35.0,
2020-04-11,Kansas,Butler County,-24.0,-3.0,,,-24.0,18.0
2020-04-11,Kansas,Cherokee County,-24.0,5.0,,,-27.0,-4.0
2020-04-11,Kansas,Clay County,-23.0,-22.0,,,-40.0,
2020-04-11,Kansas,Cloud County,-47.0,,,,-33.0,
2020-04-11,Kansas,Coffey County,-73.0,-49.0,,-32.0,-39.0,
2020-04-11,Kansas,Cowley County,-25.0,-20.0,,-57.0,-34.0,16.0
2020-04-11,Kansas,Crawford County,-41.0,-14.0,,,-21.0,15.0
2020-04-11,Kansas,Dickinson County,-44.0,-14.0,,-17.0,-18.0,
2020-04-11,Kansas,Doniphan County,,,,,-31.0,
2020-04-11,Kansas,Douglas County,-50.0,-16.0,110.0,-9.0,-40.0,13.0
2020-04-11,Kansas,Ellis County,-53.0,-23.0,,-15.0,-41.0,-1.0
2020-04-11,Kansas,Ellsworth County,,-31.0,,,-35.0,
2020-04-11,Kansas,Finney County,-43.0,-18.0,,-46.0,11.0,19.0
2020-04-11,Kansas,Ford County,-37.0,-22.0,,-22.0,-43.0,13.0
2020-04-11,Kansas,Franklin County,-29.0,-19.0,,-16.0,-28.0,12.0
2020-04-11,Kansas,Geary County,-31.0,-12.0,,,-27.0,22.0
2020-04-11,Kansas,Grant County,-22.0,,,,-30.0,
2020-04-11,Kansas,Greenwood County,,,,,-40.0,
2020-04-11,Kansas,Harper County,-65.0,,,,-34.0,
2020-04-11,Kansas,Harvey County,-42.0,27.0,,-35.0,-27.0,19.0
2020-04-11,Kansas,Jackson County,-29.0,-26.0,,,-38.0,
2020-04-11,Kansas,Jefferson County,-62.0,5.0,,,-24.0,
2020-04-11,Kansas,Johnson County,-48.0,-9.0,148.0,-11.0,-39.0,14.0
2020-04-11,Kansas,Kingman County,-46.0,,,,-33.0,
2020-04-11,Kansas,Labette County,-34.0,-15.0,,,-13.0,
2020-04-11,Kansas,Leavenworth County,-31.0,-2.0,,-52.0,-28.0,17.0
2020-04-11,Kansas,Linn County,,,,,-32.0,
2020-04-11,Kansas,Lyon County,-41.0,-28.0,,-40.0,-28.0,16.0
2020-04-11,Kansas,Marion County,-30.0,,,,-44.0,
2020-04-11,Kansas,Marshall County,-30.0,,,,-40.0,
2020-04-11,Kansas,McPherson County,-39.0,-20.0,,-37.0,-24.0,13.0
2020-04-11,Kansas,Miami County,-18.0,-13.0,,,-27.0,16.0
2020-04-11,Kansas,Mitchell County,-71.0,,,,-31.0,
2020-04-11,Kansas,Montgomery County,-23.0,-7.0,,,-15.0,12.0
2020-04-11,Kansas,Morris County,,,,,-48.0,
2020-04-11,Kansas,Nemaha County,-76.0,,,,-34.0,
2020-04-11,Kansas,Neosho County,-29.0,-8.0,,-20.0,-15.0,
2020-04-11,Kansas,Osage County,-66.0,7.0,,,-24.0,
2020-04-11,Kansas,Ottawa County,,,,,-37.0,
2020-04-11,Kansas,Pawnee County,-48.0,-21.0,,,-30.0,
2020-04-11,Kansas,Pottawatomie County,-41.0,-9.0,,,-33.0,2.0
2020-04-11,Kansas,Pratt County,-33.0,-13.0,,,-35.0,
2020-04-11,Kansas,Reno County,-33.0,-7.0,,-30.0,-29.0,9.0
2020-04-11,Kansas,Rice County,-33.0,-25.0,,,-40.0,
2020-04-11,Kansas,Riley County,-55.0,-32.0,-50.0,-53.0,-38.0,25.0
2020-04-11,Kansas,Russell County,-56.0,-24.0,,,-34.0,
2020-04-11,Kansas,Saline County,-45.0,-21.0,-7.0,-23.0,-36.0,17.0
2020-04-11,Kansas,Scott County,-53.0,,,,-33.0,
2020-04-11,Kansas,Sedgwick County,-42.0,-3.0,40.0,-30.0,-35.0,11.0
2020-04-11,Kansas,Seward County,-39.0,-21.0,,-19.0,-17.0,-1.0
2020-04-11,Kansas,Shawnee County,-39.0,-2.0,104.0,26.0,-32.0,11.0
2020-04-11,Kansas,Sherman County,-31.0,,,,-34.0,
2020-04-11,Kansas,Stevens County,-62.0,,,,-49.0,
2020-04-11,Kansas,Sumner County,-28.0,17.0,,,-24.0,1.0
2020-04-11,Kansas,Thomas County,-44.0,-22.0,,-4.0,-25.0,
2020-04-11,Kansas,Trego County,,-27.0,,,,
2020-04-11,Kansas,Wabaunsee County,,,,,-46.0,
2020-04-11,Kansas,Washington County,,,,,-38.0,
2020-04-11,Kansas,Wilson County,-56.0,-9.0,,,-42.0,
2020-04-11,Kansas,Wyandotte County,-45.0,-8.0,49.0,-9.0,-33.0,11.0
2020-04-11,Kentucky,Total,-39.0,3.0,60.0,-36.0,-33.0,10.0
2020-04-11,Kentucky,Adair County,-28.0,6.0,,,-52.0,
2020-04-11,Kentucky,Allen County,-9.0,7.0,,,-28.0,
2020-04-11,Kentucky,Anderson County,-21.0,-3.0,,,-34.0,-1.0
2020-04-11,Kentucky,Ballard County,,,,,-41.0,
2020-04-11,Kentucky,Barren County,-36.0,12.0,,,-27.0,7.0
2020-04-11,Kentucky,Bath County,,-11.0,,,-48.0,
2020-04-11,Kentucky,Bell County,-40.0,-3.0,,,-21.0,
2020-04-11,Kentucky,Boone County,-46.0,-5.0,31.0,-58.0,-39.0,12.0
2020-04-11,Kentucky,Bourbon County,-17.0,-13.0,,,-25.0,
2020-04-11,Kentucky,Boyd County,-48.0,1.0,,-40.0,-30.0,13.0
2020-04-11,Kentucky,Boyle County,-41.0,-11.0,,,-28.0,
2020-04-11,Kentucky,Bracken County,,,,,-47.0,
2020-04-11,Kentucky,Breathitt County,-11.0,,,,-42.0,
2020-04-11,Kentucky,Breckinridge County,5.0,19.0,,,-31.0,
2020-04-11,Kentucky,Bullitt County,-35.0,8.0,,-31.0,-32.0,21.0
2020-04-11,Kentucky,Butler County,8.0,15.0,,,-52.0,
2020-04-11,Kentucky,Caldwell County,-31.0,-2.0,,,-40.0,
2020-04-11,Kentucky,Calloway County,-47.0,-11.0,,,-34.0,10.0
2020-04-11,Kentucky,Campbell County,-46.0,4.0,,,-41.0,13.0
2020-04-11,Kentucky,Carlisle County,,,,,-42.0,
2020-04-11,Kentucky,Carroll County,-20.0,-10.0,,,-13.0,
2020-04-11,Kentucky,Carter County,-24.0,-1.0,,-19.0,-21.0,
2020-04-11,Kentucky,Casey County,7.0,15.0,,,-49.0,
2020-04-11,Kentucky,Christian County,-30.0,4.0,,-25.0,-28.0,21.0
2020-04-11,Kentucky,Clark County,-32.0,-16.0,,,-33.0,12.0
2020-04-11,Kentucky,Clay County,8.0,2.0,,,-36.0,
2020-04-11,Kentucky,Clinton County,,,,,-33.0,
2020-04-11,Kentucky,Crittenden County,-19.0,6.0,,,-46.0,
2020-04-11,Kentucky,Daviess County,-48.0,0.0,26.0,,-29.0,11.0
2020-04-11,Kentucky,Edmonson County,,,,,-50.0,
2020-04-11,Kentucky,Estill County,-15.0,-4.0,,,-48.0,
2020-04-11,Kentucky,Fayette County,-49.0,-1.0,5.0,-33.0,-40.0,12.0
2020-04-11,Kentucky,Fleming County,-7.0,13.0,,,-46.0,
2020-04-11,Kentucky,Floyd County,-17.0,-5.0,,,-17.0,
2020-04-11,Kentucky,Franklin County,-35.0,-3.0,,,-37.0,24.0
2020-04-11,Kentucky,Fulton County,-24.0,6.0,,,-44.0,
2020-04-11,Kentucky,Gallatin County,,58.0,,-89.0,-46.0,
2020-04-11,Kentucky,Garrard County,-10.0,19.0,,,-33.0,
2020-04-11,Kentucky,Grant County,-26.0,-7.0,,,-38.0,1.0
2020-04-11,Kentucky,Graves County,-25.0,4.0,,,-26.0,10.0
2020-04-11,Kentucky,Grayson County,-12.0,24.0,,,-32.0,
2020-04-11,Kentucky,Green County,,,,,-48.0,
2020-04-11,Kentucky,Greenup County,-31.0,7.0,,,-28.0,1.0
2020-04-11,Kentucky,Hancock County,,,,,-49.0,
2020-04-11,Kentucky,Hardin County,-42.0,-2.0,,-32.0,-38.0,11.0
2020-04-11,Kentucky,Harlan County,-10.0,15.0,,,-13.0,
2020-04-11,Kentucky,Harrison County,-17.0,-14.0,,,-24.0,
2020-04-11,Kentucky,Hart County,2.0,14.0,,-38.0,-16.0,
2020-04-11,Kentucky,Henderson County,-39.0,55.0,,,-29.0,19.0
2020-04-11,Kentucky,Henry County,-37.0,23.0,,-35.0,-41.0,
2020-04-11,Kentucky,Hopkins County,-38.0,-3.0,,-40.0,-26.0,16.0
2020-04-11,Kentucky,Jackson County,,,,,-46.0,
2020-04-11,Kentucky,Jefferson County,-44.0,5.0,104.0,-27.0,-40.0,12.0
2020-04-11,Kentucky,Jessamine County,-40.0,-9.0,,-15.0,-28.0,20.0
2020-04-11,Kentucky,Johnson County,-40.0,62.0,,,-30.0,
2020-04-11,Kentucky,Kenton County,-37.0,3.0,37.0,-9.0,-37.0,13.0
2020-04-11,Kentucky,Knott County,,,,,-43.0,
2020-04-11,Kentucky,Knox County,-23.0,13.0,,,-25.0,
2020-04-11,Kentucky,Larue County,-24.0,12.0,,,-30.0,
2020-04-11,Kentucky,Laurel County,-41.0,3.0,57.0,-61.0,-32.0,17.0
2020-04-11,Kentucky,Lawrence County,-28.0,-28.0,,,-27.0,
2020-04-11,Kentucky,Letcher County,-25.0,0.0,,,-43.0,
2020-04-11,Kentucky,Lewis County,,-14.0,,,-37.0,
2020-04-11,Kentucky,Lincoln County,-12.0,38.0,,,-22.0,
2020-04-11,Kentucky,Livingston County,,17.0,,,-37.0,
2020-04-11,Kentucky,Logan County,-17.0,12.0,,,-27.0,
2020-04-11,Kentucky,Lyon County,-43.0,,,,-47.0,
2020-04-11,Kentucky,Madison County,-41.0,-3.0,,-17.0,-39.0,10.0
2020-04-11,Kentucky,Marion County,-24.0,3.0,,,-39.0,
2020-04-11,Kentucky,Marshall County,-33.0,5.0,,-31.0,-23.0,9.0
2020-04-11,Kentucky,Mason County,-26.0,,,,-26.0,
2020-04-11,Kentucky,McCracken County,-51.0,-8.0,-25.0,-26.0,-30.0,19.0
2020-04-11,Kentucky,McCreary County,-14.0,15.0,,,-39.0,
2020-04-11,Kentucky,McLean County,,,,,-45.0,
2020-04-11,Kentucky,Meade County,-20.0,8.0,,,-38.0,8.0
2020-04-11,Kentucky,Menifee County,,,,,-46.0,
2020-04-11,Kentucky,Mercer County,-26.0,-9.0,,,-35.0,
2020-04-11,Kentucky,Metcalfe County,,-16.0,,,-47.0,
2020-04-11,Kentucky,Monroe County,-7.0,,,,-34.0,
2020-04-11,Kentucky,Montgomery County,-30.0,10.0,,-22.0,-34.0,-3.0
2020-04-11,Kentucky,Morgan County,-59.0,,,,-48.0,
2020-04-11,Kentucky,Muhlenberg County,-27.0,15.0,,,-25.0,
2020-04-11,Kentucky,Nelson County,-32.0,5.0,,,-37.0,18.0
2020-04-11,Kentucky,Nicholas County,,,,,-45.0,
2020-04-11,Kentucky,Ohio County,-23.0,29.0,,-45.0,-20.0,
2020-04-11,Kentucky,Oldham County,-30.0,19.0,,,-30.0,25.0
2020-04-11,Kentucky,Owen County,,,,,-52.0,
2020-04-11,Kentucky,Pendleton County,0.0,-12.0,,,-25.0,
2020-04-11,Kentucky,Perry County,-37.0,-5.0,,,-23.0,
2020-04-11,Kentucky,Pike County,-46.0,-22.0,,,-21.0,
2020-04-11,Kentucky,Powell County,0.0,-2.0,,,-43.0,
2020-04-11,Kentucky,Pulaski County,-39.0,-9.0,,,-33.0,19.0
2020-04-11,Kentucky,Rockcastle County,-43.0,-4.0,,,-24.0,
2020-04-11,Kentucky,Rowan County,-30.0,8.0,,,-27.0,
2020-04-11,Kentucky,Russell County,-20.0,23.0,,,-45.0,
2020-04-11,Kentucky,Scott County,-39.0,-13.0,,-43.0,-41.0,27.0
2020-04-11,Kentucky,Shelby County,-43.0,11.0,,-31.0,-43.0,20.0
2020-04-11,Kentucky,Simpson County,-29.0,-2.0,,-38.0,-38.0,
2020-04-11,Kentucky,Spencer County,-20.0,6.0,,,-31.0,
2020-04-11,Kentucky,Taylor County,-28.0,28.0,,,-26.0,
2020-04-11,Kentucky,Todd County,-52.0,15.0,,,-51.0,
2020-04-11,Kentucky,Trigg County,-33.0,17.0,,,-50.0,
2020-04-11,Kentucky,Trimble County,,,,,-50.0,
2020-04-11,Kentucky,Union County,-23.0,6.0,,,-56.0,
2020-04-11,Kentucky,Warren County,-45.0,-13.0,-43.0,-14.0,-37.0,12.0
2020-04-11,Kentucky,Washington County,-29.0,,,,-59.0,
2020-04-11,Kentucky,Wayne County,-11.0,-11.0,,,-32.0,
2020-04-11,Kentucky,Webster County,-34.0,10.0,,,-34.0,
2020-04-11,Kentucky,Whitley County,-38.0,6.0,,-14.0,-27.0,-3.0
2020-04-11,Kentucky,Wolfe County,,,,,-49.0,
2020-04-11,Kentucky,Woodford County,-26.0,-13.0,,,-29.0,
2020-04-11,Louisiana,Total,-45.0,-2.0,-35.0,-54.0,-36.0,14.0
2020-04-11,Louisiana,Acadia Parish,-31.0,23.0,,-52.0,-28.0,12.0
2020-04-11,Louisiana,Allen Parish,-35.0,-10.0,,,-38.0,
2020-04-11,Louisiana,Ascension Parish,-46.0,4.0,,,-36.0,15.0
2020-04-11,Louisiana,Assumption Parish,,-3.0,,,-31.0,
2020-04-11,Louisiana,Avoyelles Parish,-16.0,5.0,,,-27.0,-2.0
2020-04-11,Louisiana,Beauregard Parish,-27.0,-7.0,,,-33.0,3.0
2020-04-11,Louisiana,Bienville Parish,-44.0,-8.0,,,-40.0,
2020-04-11,Louisiana,Bossier Parish,-57.0,-8.0,-13.0,-53.0,-41.0,15.0
2020-04-11,Louisiana,Caddo Parish,-42.0,0.0,-43.0,-46.0,-36.0,13.0
2020-04-11,Louisiana,Calcasieu Parish,-42.0,-9.0,-31.0,-51.0,-33.0,14.0
2020-04-11,Louisiana,Caldwell Parish,-13.0,,,,-43.0,
2020-04-11,Louisiana,Cameron Parish,,10.0,,,-48.0,
2020-04-11,Louisiana,Catahoula Parish,-64.0,-24.0,,,-44.0,
2020-04-11,Louisiana,Claiborne Parish,-41.0,-14.0,,,-41.0,
2020-04-11,Louisiana,Concordia Parish,-24.0,-16.0,,,-30.0,
2020-04-11,Louisiana,De Soto Parish,-22.0,-12.0,,-35.0,-23.0,
2020-04-11,Louisiana,East Baton Rouge Parish,-48.0,3.0,-28.0,-43.0,-36.0,14.0
2020-04-11,Louisiana,East Feliciana Parish,-23.0,-3.0,,,-58.0,
2020-04-11,Louisiana,Evangeline Parish,-36.0,1.0,,,-28.0,
2020-04-11,Louisiana,Franklin Parish,-25.0,3.0,,,-20.0,
2020-04-11,Louisiana,Grant Parish,,17.0,,,-20.0,
2020-04-11,Louisiana,Iberia Parish,-27.0,7.0,-28.0,,-27.0,21.0
2020-04-11,Louisiana,Iberville Parish,-24.0,0.0,,-49.0,-37.0,
2020-04-11,Louisiana,Jackson Parish,-21.0,-5.0,,,-44.0,
2020-04-11,Louisiana,Jefferson Davis Parish,-52.0,-7.0,,-53.0,-30.0,-1.0
2020-04-11,Louisiana,Jefferson Parish,-50.0,-5.0,-35.0,-85.0,-45.0,17.0
2020-04-11,Louisiana,La Salle Parish,-36.0,2.0,,,-41.0,
2020-04-11,Louisiana,Lafayette Parish,-48.0,-4.0,-21.0,-40.0,-36.0,14.0
2020-04-11,Louisiana,Lafourche Parish,-31.0,2.0,,-54.0,-29.0,22.0
2020-04-11,Louisiana,Lincoln Parish,-60.0,2.0,,-39.0,-33.0,9.0
2020-04-11,Louisiana,Livingston Parish,-37.0,9.0,-32.0,-35.0,-34.0,12.0
2020-04-11,Louisiana,Madison Parish,-14.0,6.0,,-50.0,-36.0,
2020-04-11,Louisiana,Morehouse Parish,-20.0,-9.0,,,-25.0,
2020-04-11,Louisiana,Natchitoches Parish,-38.0,-16.0,,,-32.0,6.0
2020-04-11,Louisiana,Orleans Parish,-72.0,-26.0,-62.0,-56.0,-53.0,19.0
2020-04-11,Louisiana,Ouachita Parish,-45.0,-1.0,-7.0,-38.0,-30.0,11.0
2020-04-11,Louisiana,Plaquemines Parish,-35.0,-14.0,-33.0,,-46.0,
2020-04-11,Louisiana,Pointe Coupee Parish,-18.0,-3.0,,,-9.0,
2020-04-11,Louisiana,Rapides Parish,-39.0,0.0,-39.0,-53.0,-27.0,11.0
2020-04-11,Louisiana,Red River Parish,-58.0,,,,-40.0,
2020-04-11,Louisiana,Richland Parish,-28.0,1.0,,-36.0,-17.0,
2020-04-11,Louisiana,Sabine Parish,-23.0,-15.0,,,-23.0,
2020-04-11,Louisiana,St. Bernard Parish,-27.0,23.0,-19.0,,-42.0,20.0
